,E_amine,ES_root_dipole_amine,ES_root_electronic_spatial_extent_amine,ES_root_molar_volume_amine,E_thermal_correction_amine,dipole_amine,electronegativity_amine,hardness_amine,homo_energy_amine,molar_mass_amine,molar_volume_amine,N1_APT_charge,N1_ES_root_Mulliken_charge,N1_ES_root_NPA_Rydberg,N1_ES_root_NPA_charge,N1_ES_root_NPA_core,N1_Mulliken_charge,N1_NMR_anisotropy,N1_NMR_shift,N1_NPA_Rydberg,N1_NPA_charge,N1_NPA_core,N1_VBur,E_COCl,ES_root_dipole_COCl,ES_root_electronic_spatial_extent_COCl,ES_root_molar_volume_COCl,E_thermal_correction_COCl,dipole_COCl,electronegativity_COCl,hardness_COCl,homo_energy_COCl,lumo_energy_COCl,molar_mass_COCl,molar_volume_COCl,C1_APT_charge,C1_ES_root_Mulliken_charge,C1_ES_root_NPA_Rydberg,C1_ES_root_NPA_charge,C1_ES_root_NPA_core,C1_NMR_anisotropy,C1_NMR_shift,C1_VBur,C2_APT_charge,C2_ES_root_Mulliken_charge,C2_ES_root_NPA_Rydberg,C2_ES_root_NPA_charge,C2_ES_root_NPA_core,C2_Mulliken_charge,C2_NMR_anisotropy,C2_NMR_shift,C2_NPA_Rydberg,C2_NPA_charge,C2_NPA_core,C2_VBur,O1_ES_root_Mulliken_charge,O1_ES_root_NPA_core,O1_Mulliken_charge,O1_NMR_anisotropy,O1_NMR_shift,O1_NPA_Rydberg,O1_NPA_charge,O1_VBur,Cl1_APT_charge,Cl1_Mulliken_charge,Cl1_NMR_anisotropy,Cl1_NMR_shift,Cl1_NPA_Rydberg,Cl1_NPA_charge,Cl1_NPA_core,Cl1_VBur,rate
C1CCC(NC2CCCCC2)CC1.CC(=O)Cl,-524.7648819673755,2.280902002536588,3286.51937582556,1673.6982420258225,0.3521390000671796,0.8732000457163624,0.07990000272377584,0.137520004990915,-0.2174200077146909,181.3204,1566.4098006703573,-0.5903190307378815,0.03636798925451537,0.013089997601576062,-0.24437997474586814,1.9991499999039766,-0.26844594410002914,54.799585067194215,201.2962691990147,0.01682999963911223,-0.7405899735644321,1.999309999951904,0.6890338926346674,-613.070645,1.8407,361.1538,589.647,0.051921,2.5752,0.17481000000000002,0.13476,-0.30957,-0.04005,78.4981,543.096,-0.16842,-0.019931,0.00801,-0.68972,1.99914,58.3883,161.9989,0.3882945248584015,1.19561,-0.022262,0.04824,0.23014,1.99928,0.181407,78.3666,21.3299,0.05149,0.57826,1.99927,0.49370673379483954,-0.031774,1.99969,-0.138192,709.0371,-224.4771,0.01248,-0.48574,0.3472309628697294,-0.497062,-0.249833,776.7802,462.7909,0.02158,-0.12005,9.99964,0.3590308370044053,2.715059985558049
C1CCC(NC2CCCCC2)CC1.CC(C)(C)C(=O)Cl,-524.7648819673755,2.280902002536588,3286.51937582556,1673.6982420258225,0.3521390000671796,0.8732000457163624,0.07990000272377584,0.137520004990915,-0.2174200077146909,181.3204,1566.4098006703573,-0.5903190307378815,0.03636798925451537,0.013089997601576062,-0.24437997474586814,1.9991499999039766,-0.26844594410002914,54.799585067194215,201.2962691990147,0.01682999963911223,-0.7405899735644321,1.999309999951904,0.6890338926346674,-730.74792,2.2489,944.8434,987.864,0.140866,2.7537,0.1676,0.13162,-0.29922,-0.03598,120.5785,1095.631,-0.002895,-0.401545,0.01495,-0.12509,1.99882,43.2203,145.8968,0.7474826935179358,1.086134,0.105519,0.05777,0.24151,1.999,0.311319,92.3348,10.4385,0.06159,0.60184,1.99904,0.6241346758967904,-0.044561,1.99969,-0.134635,702.0892,-210.5595,0.01227,-0.49442,0.4129955947136564,-0.486258,-0.243396,657.1407,517.8314,0.02014,-0.11423,9.99964,0.4117369414726243,0.7936869182544245
C1CCC(NC2CCCCC2)CC1.CC(C)(C)c1ccc(C(=O)Cl)cc1,-524.7648819673755,2.280902002536588,3286.51937582556,1673.6982420258225,0.3521390000671796,0.8732000457163624,0.07990000272377584,0.137520004990915,-0.2174200077146909,181.3204,1566.4098006703573,-0.5903190307378815,0.03636798925451537,0.013089997601576062,-0.24437997474586814,1.9991499999039766,-0.26844594410002914,54.799585067194215,201.2962691990147,0.01682999963911223,-0.7405899735644321,1.999309999951904,0.6890338926346674,-961.3640173962594,0.8439951331320028,3736.8617162104047,1666.1327468680736,0.22702856304127478,4.218331555187393,0.1765543462087611,0.10122506668047276,-0.2777794128892339,-0.07532927952828836,196.6761,1756.2896208656803,-0.4178817038419192,-0.05493930742117488,0.01711,-0.19114765846693713,1.9987399999999997,145.50595114472912,64.19142355353065,0.6443475428431109,1.4770539433619239,0.2047373555601576,0.04842981988207208,0.3621147765800905,1.9990249099410362,0.31251209335266183,87.58830934681762,23.936423813800438,0.05250472982310813,0.5711581988207208,1.99906,0.5483809008647571,-0.017174605652256175,1.9997,-0.14438870176891871,691.262978378876,-184.8857997811485,0.01198,-0.5034901801179279,0.385780052201509,-0.5155604648516117,-0.2547429379952255,652.1694292748869,528.6326041804466,0.020760180117927914,-0.10642675787729755,9.99966,0.38215008883285495,0.6102765408469427
C1CCC(NC2CCCCC2)CC1.CC(C)C(=O)Cl,-524.7648819673755,2.280902002536588,3286.51937582556,1673.6982420258225,0.3521390000671796,0.8732000457163624,0.07990000272377584,0.137520004990915,-0.2174200077146909,181.3204,1566.4098006703573,-0.5903190307378815,0.03636798925451537,0.013089997601576062,-0.24437997474586814,1.9991499999039766,-0.26844594410002914,54.799585067194215,201.2962691990147,0.01682999963911223,-0.7405899735644321,1.999309999951904,0.6890338926346674,-691.5212651203827,2.1259058055730957,774.3015688508707,791.3296195399124,0.11183604170191642,2.7012129828698455,0.17010773050232164,0.13244814752148587,-0.3025558780238075,-0.0376595829808358,106.5517,975.6940716840189,-0.024167191055353945,-0.17073551463321235,0.013924490779907133,-0.30198609076336,1.998945169740031,48.80721556952866,147.29575347812465,0.6314692916962978,1.1238819960085888,0.04858485903341499,0.0550134723397214,0.23591374372657942,1.9991075848700155,0.25247221421848887,88.59731276692389,12.733502739310532,0.0582213191506965,0.5944755962050935,1.9991375848700155,0.5800598381088926,-0.041438333812522876,1.99969,-0.1376712573166062,707.048479399112,-210.10582375691683,0.012389359809427323,-0.49276171727806395,0.39244024014119183,-0.49584497796278615,-0.2460183941104488,714.2513821331088,492.33222075195357,0.020564830259969046,-0.11847795268777256,9.99964,0.38745155439779033,1.280673800419742
C1CCC(NC2CCCCC2)CC1.CCC(C(=O)Cl)c1ccccc1,-524.7648819673755,2.280902002536588,3286.51937582556,1673.6982420258225,0.3521390000671796,0.8732000457163624,0.07990000272377584,0.137520004990915,-0.2174200077146909,181.3204,1566.4098006703573,-0.5903190307378815,0.03636798925451537,0.013089997601576062,-0.24437997474586814,1.9991499999039766,-0.26844594410002914,54.799585067194215,201.2962691990147,0.01682999963911223,-0.7405899735644321,1.999309999951904,0.6890338926346674,-922.1350941424333,4.569522987935531,2455.9020135917617,1503.8121474082207,0.19835830978909602,2.7196956404060453,0.15641062941202977,0.11147264569784315,-0.267883275109873,-0.044937983714186606,182.6493,1522.0795475579139,-0.04878392032155667,-0.06036727587828204,0.02106411226593012,-0.32502486318000223,1.99889,30.15305416820589,127.38872271494051,0.7227754446342497,1.1178043569820812,0.06601085036127433,0.056704631153088186,0.26634316303879657,1.999111010410588,0.2584528867848544,80.18911170349905,15.605117816098318,0.05923987339580025,0.5947519757187832,1.999131232884499,0.6209158445810388,-0.11952997468335282,1.999685360884168,-0.143804062173481,712.2092388306249,-204.0050258804775,0.012248062306486857,-0.5005021470911517,0.43435065207263357,-0.4765579049182884,-0.2283885640121543,717.517615534147,464.5850831441031,0.021029658300558765,-0.0958973312821047,9.99961558335808,0.388169114477217,1.761765437600715
C1CCC(NC2CCCCC2)CC1.CCCCC(=O)Cl,-524.7648819673755,2.280902002536588,3286.51937582556,1673.6982420258225,0.3521390000671796,0.8732000457163624,0.07990000272377584,0.137520004990915,-0.2174200077146909,181.3204,1566.4098006703573,-0.5903190307378815,0.03636798925451537,0.013089997601576062,-0.24437997474586814,1.9991499999039766,-0.26844594410002914,54.799585067194215,201.2962691990147,0.01682999963911223,-0.7405899735644321,1.999309999951904,0.6890338926346674,-730.7450150574017,2.090291331652506,1341.9302009057062,994.4515719835497,0.1418835432507869,2.6086344119789233,0.1712263701297755,0.1335958284882569,-0.3048221986180324,-0.037630541641518626,120.57850000000002,1041.7633434165296,-0.09671197627204661,0.007804712444770221,0.014038775373839806,-0.4880626302178358,1.9990404359511826,56.464141490849684,147.1293956944729,0.5593904691258827,1.1789239078387639,0.007528819367576247,0.05127629781296082,0.23642929006115296,1.9991881569913779,0.21380243779784716,82.77940616490689,16.660432212862794,0.05512335177243502,0.588506474333033,1.999198156991378,0.5578940906295883,-0.04184591941059398,1.9996900000000002,-0.14164929933233972,714.7961360943984,-212.9005115825591,0.012188685583343585,-0.49471489576310834,0.3995731427490579,-0.5163867508662023,-0.24523050175144934,770.1191505493439,470.94318983615574,0.020878088448009844,-0.11732762706245506,9.999642023227146,0.3671949651309757,2.44487484066428
C1CCC(NC2CCCCC2)CC1.CCCCC(CC)C(=O)Cl,-524.7648819673755,2.280902002536588,3286.51937582556,1673.6982420258225,0.3521390000671796,0.8732000457163624,0.07990000272377584,0.137520004990915,-0.2174200077146909,181.3204,1566.4098006703573,-0.5903190307378815,0.03636798925451537,0.013089997601576062,-0.24437997474586814,1.9991499999039766,-0.26844594410002914,54.799585067194215,201.2962691990147,0.01682999963911223,-0.7405899735644321,1.999309999951904,0.6890338926346674,-848.4194799426583,2.1267217278302994,2464.267019669444,1500.231394373068,0.23155073390523292,2.677801397359587,0.16853390822493342,0.13085299777436263,-0.29938690599929607,-0.037680910450570794,162.6589,1466.9452087716104,-0.0842353595837951,-0.12303181060215712,0.01891789249052634,-0.29470057863953375,1.9989210580785208,30.751430758385847,131.96111134930018,0.7081076322850737,1.1146350543229737,0.04049639435702823,0.05769645486653496,0.23430779863995022,1.999079831858541,0.2342915125830618,79.28964453295023,10.72058245681579,0.06134362576284608,0.5865793709141864,1.999110961152719,0.6405613297343266,-0.04916664952674792,1.9996827557665517,-0.14383461934649713,723.1028236690747,-205.35061664385827,0.012373376332512752,-0.5004955405011925,0.44056690495066464,-0.4902433087740082,-0.23982660938031483,795.885334662436,424.81685121337784,0.02061303988994313,-0.10758898034704956,9.999627692135396,0.39206250471260456,0.6471813512110501
C1CCC(NC2CCCCC2)CC1.CCCCCCC(=O)Cl,-524.7648819673755,2.280902002536588,3286.51937582556,1673.6982420258225,0.3521390000671796,0.8732000457163624,0.07990000272377584,0.137520004990915,-0.2174200077146909,181.3204,1566.4098006703573,-0.5903190307378815,0.03636798925451537,0.013089997601576062,-0.24437997474586814,1.9991499999039766,-0.26844594410002914,54.799585067194215,201.2962691990147,0.01682999963911223,-0.7405899735644321,1.999309999951904,0.6890338926346674,-809.1928450186999,2.191972683108519,2694.585979207065,1390.3008597551361,0.20178400746022246,2.7244460547894533,0.17032995662812994,0.13265533018130402,-0.30298528680943393,-0.03767462644682591,148.63210000000004,1261.5194415620172,-0.09799205324244195,0.017531207143586563,0.014411268813625472,-0.4870248810235342,1.9990360661441282,52.29176351269705,146.78208323625879,0.5553711533823926,1.1744333662866158,0.005174748608251482,0.05187764178651444,0.23654530602917653,1.9991838244073419,0.2092039866890283,82.95284094577164,16.8293560755272,0.055168636678038244,0.5896019425118675,1.9991965260075706,0.554803422626299,-0.04042034364900629,1.9996900000000004,-0.1394788994015972,704.4901204727937,-215.8672177680678,0.01234712539999367,-0.4919174099593421,0.38646821572942175,-0.5069924791734688,-0.24872178501458486,751.6188641806931,476.4115554370388,0.020814874094548554,-0.1210213165562404,9.999640000000001,0.3740534939797181,2.442604859685826
C1CCC(NC2CCCCC2)CC1.CCCCCCCCCCCC(=O)Cl,-524.7648819673755,2.280902002536588,3286.51937582556,1673.6982420258225,0.3521390000671796,0.8732000457163624,0.07990000272377584,0.137520004990915,-0.2174200077146909,181.3204,1566.4098006703573,-0.5903190307378815,0.03636798925451537,0.013089997601576062,-0.24437997474586814,1.9991499999039766,-0.26844594410002914,54.799585067194215,201.2962691990147,0.01682999963911223,-0.7405899735644321,1.999309999951904,0.6890338926346674,-1005.3142281705781,2.051840846684475,7589.4788243149,2063.8977884186593,0.35148147884172565,2.580964688743521,0.17130593121998355,0.13237374139497904,-0.3036796726149626,-0.038932189825004494,218.76610000000002,2028.2284431012831,-0.09832466528407613,0.011300852452152831,0.014411262852878942,-0.4876371810409823,1.9990393233150183,54.09437145699512,147.61948876998457,0.5618015097823486,1.1889594778380719,0.0034922479456673456,0.05177155382090726,0.23634184011774262,1.9991781601252514,0.20777313911983045,80.09136057476589,16.11372837040959,0.05541338385685213,0.5883281241859004,1.999188590390622,0.5688480715114945,-0.04156562730035017,1.9996867476005615,-0.13988340193202087,708.4357928496703,-213.85227427913944,0.012237201999370216,-0.49679063701810433,0.4188836362668115,-0.5185254162381545,-0.24439257461254094,760.4693324636868,471.25224452499526,0.020883543820409477,-0.11594466851905619,9.999637177865932,0.3724491019162263,2.604813540756292
C1CCC(NC2CCCCC2)CC1.CCc1ccc(C(=O)Cl)cc1,-524.7648819673755,2.280902002536588,3286.51937582556,1673.6982420258225,0.3521390000671796,0.8732000457163624,0.07990000272377584,0.137520004990915,-0.2174200077146909,181.3204,1566.4098006703573,-0.5903190307378815,0.03636798925451537,0.013089997601576062,-0.24437997474586814,1.9991499999039766,-0.26844594410002914,54.799585067194215,201.2962691990147,0.01682999963911223,-0.7405899735644321,1.999309999951904,0.6890338926346674,-882.914671,0.8056,2669.3825,1421.7125,0.168403,4.1213,0.17781,0.10156000000000001,-0.27937,-0.07625,168.6225,1314.007,-0.402094,-0.061786,0.01695,-0.19259,1.99875,146.8733,63.8668,0.6452957835116425,1.456055,0.205216,0.04843,0.36246,1.99903,0.312565,87.4623,23.8993,0.05253,0.57058,1.99906,0.5498741346758967,-0.017375,1.9997,-0.144731,691.6855,-184.816,0.01198,-0.50355,0.3866425424795469,-0.509939,-0.254084,651.6022,528.6102,0.02081,-0.10547,9.99966,0.38294524858401513,1.0411797007258066
